15:28:46.860 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/user_list]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.user_list(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.862 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/chat_build]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.chat_build(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.863 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/chat_delete]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.chat_delete(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.864 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/group_update]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.group_update(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.865 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/chat_list]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.chat_list(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.865 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/user_detail]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.user_detail(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.865 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/group_create],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.group_create(java.lang.String)
15:28:46.866 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/group_detail]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.group_detail(java.lang.String)
15:28:46.866 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/group_join],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.group_join(java.lang.String)
15:28:46.866 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/group_quit],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.group_quit(java.lang.String)
15:28:46.866 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/work_add]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.work_add(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.867 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/work_list_ByDate]}" onto public com.sl.ylyy.common.utils.Result com.sl.ylyy.manager.controller.AppRongCloudController.work_list_ByDate(java.util.Map<java.lang.String, java.lang.Object>)
